ID,ton_emision,n_equip,raz_social,nombre,rubro,ciiu4,region,provincia,comuna,huso,coord_norte,coord_este,Latitud,Longitud,max_emision,orden,catg,x,y,pt_size,clr
2513,26039.682825,7,ALIMENTOS FRUNA LTDA,FCA.DE HELADOS,Producción de alimentos,ELABORACIÓN DE PRODUCTOS DE PANADERÍA Y GALLETAS,Metropolitana,Santiago,Maipú,19.0,6290155.0,338825.0,-33.51603457693846,-70.73541885961308,9496.45,1,2,-7874230.808501048,-3964000.9497294375,10.167376915948786,#aec7e8
2548,81840.5,1,CMPC MADERAS S A,ASERRADERO NACIMIENTO,Industria manufacturera,ASERRADO Y ACEPILLADURA DE MADERAS,Biobío,Biobío,Nacimiento,18.0,5845088.0,706953.0,-37.51797507194558,-72.65824828151081,81840.5,1,6,-8088279.2006290285,-4511553.871614662,11.312527510088762,#98df8a
2549,94961.0,2,CMPC MADERAS S A,ASERRADERO MULCHEN,Industria manufacturera,ASERRADO Y ACEPILLADURA DE MADERAS,Biobío,Biobío,Mulchén,18.0,5823551.0,741606.0,-37.70345537655484,-72.25940539639879,54643.0,1,6,-8043880.213751839,-4537618.288135519,11.461221559977892,#98df8a
2989,48744.844110000005,2,VULCO S A,VULCO S.A.,Industria manufacturera,"FABRICACIÓN DE BOMBAS, GRIFOS, VÁLVULAS, COMPRESORES, SISTEMAS HIDRÁULICOS;  SUS REPARACIONES",Metropolitana,Maipo,San Bernardo,19.0,6280761.0,343260.0,-33.60138719306305,-70.6893326984145,31339.55698,1,6,-7869100.520503806,-3975402.828383667,10.794354708986662,#98df8a
3006,54138.172999999995,6,EMPRESAS CAROZZI S A,PLANTA AGROZZI TENO,Producción de alimentos,"ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS",Maule,Curicó,Teno,19.0,6138665.0,304204.0,-34.87554345668377,-71.14225762327561,17919.195,1,2,-7919519.892506926,-4146980.8328864775,10.89929481675478,#aec7e8
3739,2557.526,1,PROCESADORA DE ALIMENTOS DEL SUR LIMITADA,FAENADORA ROSARIO LTDA.,Producción de alimentos,"PRODUCCIÓN, PROCESAMIENTO Y CONSERVACIÓN DE CARNE Y PRODUCTOS CÁRNICOS",Libertador Gral. Bernardo O'Higgins,Cachapoal,Rengo,19.0,6198082.0,330457.0,-34.34472134233014,-70.84328071078104,2557.526,1,2,-7886237.934849086,-4075184.137852552,7.846795663952014,#aec7e8
4099,2032.19,1,MADERERA SAN RAFAEL S A,MADERERA SAN RAFAEL S.A.,Industria manufacturera,ASERRADO Y ACEPILLADURA DE MADERAS,Maule,Curicó,Curicó,19.0,6129796.0,300200.0,-34.95468221036054,-71.18815925668122,2032.19,1,6,-7924629.638964218,-4157724.341567547,7.616869308264159,#98df8a
4172,1951.66,1,FIBROCEMENTOS VOLCAN LIMITADA,FIBROCEMENTOS VOLCÁN LTDA.,Industria manufacturera,"FABRICACIÓN DE ARTÍCULOS DE HORMIGÓN, CEMENTO Y YESO",Metropolitana,Chacabuco,Lampa,19.0,6311081.0,338671.0,-33.32735054685571,-70.73332230036348,1951.66,1,6,-7873997.420592966,-3938835.3174633286,7.576435571474014,#98df8a
4605,1156.9199,2,LOS GLACIARES S A,LOS GLACIARES,Producción de alimentos,ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO,Los Lagos,Llanquihue,Puerto Montt,18.0,5398399.0,662515.0,-41.54957182486192,-73.05140355651713,1143.14,1,2,-8132045.045645421,-5093744.477668479,7.053516494027885,#aec7e8
5640,3699.556,3,IDEAL S A,IDEAL S.A.,Producción de alimentos,ELABORACIÓN DE PRODUCTOS DE PANADERÍA Y GALLETAS,Metropolitana,Santiago,Quilicura,19.0,6310971.0,339387.0,-33.328449374539,-70.72565217860337,1703.31,1,2,-7873143.586544307,-3938981.7149430676,8.21596809143174,#aec7e8
6629,6955.5869999999995,3,ROCKWOOD LITIO LIMITADA,PLANTA LA NEGRA,Extracción de minerales,"EXTRACCIÓN DE LITIO Y CLORUROS, EXCEPTO SAL",Antofagasta,Antofagasta,Antofagasta,19.0,7371704.0,366497.0,-23.760229055834607,-70.31007734055306,3707.95,1,7,-7826882.0071860505,-2724218.075753613,8.847300500508524,#d62728
6735,1454.4277,2,COCA COLA EMBONOR S A,PLANTA CONCON,Producción de alimentos,ELABORACIÓN DE BEBIDAS NO ALCOHÓLICAS;,Valparaíso,Valparaíso,Concón,19.0,6353597.0,269260.0,-32.931567640682765,-71.4678129033208,1409.69,1,2,-7955760.540506619,-3886224.23090962,7.282367768896414,#aec7e8
6736,2553.7822000000015,10,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA EDIFICIO CORPORATIVO,Extracción de minerales,EXTRACCIÓN DE COBRE.,Valparaíso,Los Andes,Los Andes,19.0,6365954.0,349943.0,-32.834208030499504,-70.60325483035335,726.336,1,7,-7859518.376062668,-3873318.4721144377,7.845330754960809,#d62728
6750,1007.861,2,TRESMONTES S.A,TRESMONTES COMPLEJO CASABLANCA,Producción de alimentos,ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS N.C.P.,Valparaíso,Valparaíso,Casablanca,19.0,6309597.0,277366.0,-33.32979212506289,-71.39191957009756,655.11,1,2,-7947312.133297603,-3939160.612917582,6.915585542297276,#aec7e8
6760,267435.767,5,ENAP REFINERIAS S A,EMPRESA NACIONAL DEL PETRÓLEO (ENAP),Industria manufacturera,FABRICACIÓN DE PRODUCTOS DE REFINACIÓN DE PETRÓLEO,Valparaíso,Valparaíso,Concón,19.0,6354307.0,265599.0,-32.9243901043317,-71.50675531085395,63240.209,1,6,-7960095.5894834725,-3885272.309315066,12.496634693119482,#98df8a
8179,7241.97166289,2,WALMART CHILE ALIMENTOS Y SERVICIOS LIMITADA,WALMART CHILE ALIMENTOS Y SERVICIOS LTDA,Producción de alimentos,ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS N.C.P.,Metropolitana,Santiago,Quilicura,19.0,6305398.0,336630.0,-33.378278427609715,-70.7562708404229,7227.73,1,2,-7876552.040386829,-3945622.4117131927,8.88764877743337,#aec7e8
8627,3130.8060000000005,2,GOLDEN CLEAN S A,GOLDEN CLEAN SA,Industria manufacturera,"LAVADO Y LIMPIEZA DE PRENDAS DE TELA Y DE PIEL, INCLUSO LAS LIMPIEZAS EN SECO",Metropolitana,Santiago,Cerrillos,19.0,6294200.0,342587.0,-33.48012687880944,-70.69421719881862,2294.42,1,6,-7869644.260601572,-3959207.5618727766,8.049045758371928,#98df8a
11389,2125.56,2,PRODUCTOS FERNANDEZ SA,PRODUCTOS FERNANDEZ S.A. PLANTA 1,Producción de alimentos,"PRODUCCIÓN, PROCESAMIENTO Y CONSERVACIÓN DE CARNE Y PRODUCTOS CÁRNICOS",Maule,Talca,Talca,19.0,6076673.0,259413.0,-35.4243255780398,-71.64996373556866,1062.78,1,2,-7976037.478400022,-4221695.857761709,7.661790576052506,#aec7e8
11456,2392.462,2,AISLAPOL S.A,AISLAPOL S.A.,Industria manufacturera,FABRICACIÓN DE PRODUCTOS DE PLÁSTICO,Metropolitana,Santiago,Quinta Normal,19.0,6300396.0,343174.0,-33.4243511882505,-70.68681962205768,1744.21,1,6,-7868820.76612344,-3951765.8952693916,7.780078240233366,#98df8a
11557,1185.838,2,UNILEVER CHILE SCC LIMITADA,UNILEVER CHILE S.A. (2),Industria manufacturera,"FABRICACIONES DE JABONES Y DETERGENTES, PREPARADOS PARA LIMPIAR Y PULIR, PERFUMES Y PREPARADOS DE TOCADOR",Metropolitana,Santiago,Quinta Normal,19.0,6300197.0,343572.0,-33.42620347864254,-70.68257496813284,641.153,1,6,-7868348.253409933,-3952012.95350868,7.078204976636011,#98df8a
11586,14665.112,1,NESTLE CHILE SA,NESTLE MACUL,Producción de alimentos,ELABORACIÓN DE PRODUCTOS LÁCTEOS,Metropolitana,Santiago,Macul,19.0,6292567.0,349847.0,-33.49589352562572,-70.61638001151404,14665.112,1,2,-7860979.464546045,-3961312.037128754,9.593226618613892,#aec7e8
11626,1141.89938,4,CERVECERA CCU CHILE LIMITADA,CERVECERA CCU CHILE LTDA. (2),Producción de alimentos,"ELABORACIÓN DE BEBIDAS MALTEADAS, CERVEZAS Y MALTAS",Metropolitana,Santiago,Quilicura,19.0,6307398.0,341531.0,-33.360980955985674,-70.70325284465615,1141.894,1,2,-7870650.1040951945,-3943316.7541954084,7.040448277752731,#aec7e8
11678,9096.6412,6,GOODYEAR DE CHILE S A I C,GOODYEAR DE CHILE S.A.I.C. (2),Industria manufacturera,FABRICACIÓN  DE CUBIERTAS Y CÁMARAS DE CAUCHO; RECAUCHUTADO  Y RENOVACIÓN  DE,Metropolitana,Santiago,Maipú,19.0,6288449.0,336952.0,-33.531130660222466,-70.75588866286698,3960.77,1,6,-7876509.4965759115,-3966016.748953526,9.115660525470076,#98df8a
64566,54915.868,8,MINERA ESCONDIDA LIMITADA,MINA 0,Extracción de minerales,"EXTRACCIÓN DE MINERALES METALÍFEROS NO FERROSOS, EXCEPTO LOS MINERALES DE COBRE, URANIO Y TORIO",Antofagasta,Antofagasta,Antofagasta,19.0,7317468.0,486667.0,-24.25560211018663,-69.13134765539739,10804.968,1,7,-7695666.418851605,-2784585.4152054526,10.913557620343546,#d62728
65154,9570.96,3,S Q M SALAR S A,FAENA SALAR DEL CARMEN,Extracción de minerales,EXPLOTACIÓN DE OTRAS MINAS Y CANTERAS N.C.P.,Antofagasta,Antofagasta,Antofagasta,19.0,7385637.0,371447.0,-23.63481210810503,-70.26030314771069,5474.75,1,7,-7821341.169384191,-2708971.0955562694,9.166488792895564,#d62728
75219,1500.277,3,INDUSTRIA DE ALIMENTOS DOS EN UNO SOCIEDAD ANONIMA,PLANTA BICENTENARIO,Producción de alimentos,SERVICIOS DE ALMACENAMIENTO Y DEPÓSITO,Metropolitana,Santiago,Cerrillos,19.0,6289005.0,341555.0,-33.52681080085416,-70.70623922624357,500.496,1,2,-7870982.54657282,-3965439.876692638,7.313405036708178,#aec7e8
82691,9567.05,3,NESTLE CHILE SA,NESTLE CHILE S.A. FABRICA LLANQUIHUE,Producción de alimentos,ELABORACIÓN DE PRODUCTOS LÁCTEOS,Los Lagos,Llanquihue,Llanquihue,18.0,5430302.0,667464.0,-41.261357648994384,-73.00092362349211,9490.55,1,2,-8126425.645205799,-5050968.625886908,9.166080181963245,#aec7e8
83547,2290.0730999999996,2,INDUSTRIAS CERESITA S A,INDUSTRIAS CERESITA,Industria manufacturera,FABRICACIÓN DE PINTURAS BARNICES Y PRODUCTOS DE REVESTIMIENTO SIMILARES; TINTAS DE IMPRENTA Y MASILLAS,Metropolitana,Santiago,Estación Central,19.0,6295547.0,343352.0,-33.46809489759263,-70.68575146383,2215.7,1,6,-7868701.859293449,-3957601.834000799,7.736339017436188,#98df8a
84220,1188.387,2,SOC PROCESADORA DE LECHE DEL SUR S A,PROLESUR SA,Producción de alimentos,ELABORACIÓN DE PRODUCTOS LÁCTEOS,Los Ríos,Valdivia,Los Lagos,18.0,5585697.0,688500.0,-39.857841489343706,-72.79635922036782,1015.47,1,2,-8103653.640015571,-4845305.645443994,7.080352204450869,#aec7e8
87117,1689.2,1,INDUSTRIAL NAGUILAN S A,INDUSTRIAL NAGUILAN SA,Industria manufacturera,ASERRADO Y ACEPILLADURA DE MADERAS,Libertador Gral. Bernardo O'Higgins,Cardenal Caro,Pichilemu,18.0,6190896.0,775389.0,-34.38672309543189,-72.00476994969556,1689.2,1,6,-8015534.325486917,-4080848.4498469196,7.432010323059789,#98df8a
89013,27678.131,7,COMPANIA MINERA TECK QUEBRADA BLANCA S.A.,MINERA QUEBRADA BLANCA,Extracción de minerales,EXTRACCIÓN DE COBRE.,Tarapacá,Tamarugal,Pica,19.0,7678772.0,524133.0,-20.991532184715066,-68.76780654874047,9424.65,1,7,-7655197.207976133,-2390868.9200841784,10.228397885775614,#d62728
96280,16968.1,1,MINERA LOS PELAMBRES,MINERA LOS PELAMBRES,Extracción de minerales,EXTRACCIÓN DE COBRE.,Coquimbo,Choapa,Salamanca,19.0,6478233.0,350114.0,-31.821716431007943,-70.58369793230746,16968.1,1,7,-7857341.312130704,-3739930.8226660653,9.73909038967364,#d62728
96760,3547.499,4,MASISA S.A.,PLANTA CABRERO DIVISION MADERAS,Industria manufacturera,ASERRADO Y ACEPILLADURA DE MADERAS,Biobío,Biobío,Cabrero,18.0,5897416.0,731556.0,-37.040935812917674,-72.39639883402057,1775.7,1,6,-8059130.253469915,-4444814.248695037,8.173998127145504,#98df8a
102426,4699.13,3,CERVECERA CCU CHILE LIMITADA,CERVECERA CCU CHILE LIMITADA,Producción de alimentos,"ELABORACIÓN DE BEBIDAS MALTEADAS, CERVEZAS Y MALTAS",Araucanía,Cautín,Vilcún,18.0,5718502.0,719477.0,-38.65488056827724,-72.47777070835026,1918.74,1,2,-8068188.529085191,-4672356.053246269,8.455132664180871,#aec7e8
107125,4778.49,2,COMPANIA PISQUERA DE CHILE S A,PLANTA PISQUERA DE MONTE PATRIA,Producción de alimentos,"DESTILACIÓN, RECTIFICACIÓN Y MEZCLAS DE BEBIDAS ALCOHÓLICAS",Coquimbo,Limarí,Monte Patria,19.0,6602147.0,312926.0,-30.698822139098088,-70.95329142680511,2570.15,1,2,-7898484.271738688,-3593696.9251527423,8.471879875997129,#aec7e8
244646,1673.07,1,REXAM CHILE S A,REXAM CHILE SA,Industria manufacturera,FABRICACIÓN DE OTROS PRODUCTOS ELABORADOS DE METAL N.C.P.,Metropolitana,Chacabuco,Lampa,19.0,6311988.0,338569.0,-33.31915795455086,-70.73425572813396,1673.07,1,6,-7874101.329297068,-3937743.871602372,7.422415541115698,#98df8a
245109,25141.881,7,SOC CONTRACTUAL MINERA EL ABRA,SOCIEDAD CONTRACTUAL MINERA EL ABRA ,Extracción de minerales,FABRICACIÓN DE PRODUCTOS PRIMARIOS DE METALES PRECIOSOS Y METALES NO FERROSOS,Antofagasta,El Loa,Calama,19.0,7563159.0,538120.0,-22.03584852476425,-68.63060368533539,9484.84,1,7,-7639923.855086501,-2515829.822596235,10.132290300347673,#d62728
245136,30074.582000000002,6,MOLIBDENOS Y METALES S A,MOLYMETNOS,Industria manufacturera,FABRICACIÓN DE PRODUCTOS PRIMARIOS DE METALES PRECIOSOS Y METALES NO FERROSOS,Metropolitana,Maipo,San Bernardo,19.0,6277155.0,342350.0,-33.63376279237331,-70.69977515737295,14807.091,1,6,-7870262.969717691,-3979730.6927242833,10.311435642159427,#98df8a
245199,1385.274401,1,JUAN BAS ALIMENTOS S A,JBA SA,Producción de alimentos,ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS N.C.P.,Metropolitana,Santiago,Quilicura,19.0,6310328.0,341413.0,-33.33454705160769,-70.70400582305406,1385.274401,1,2,-7870733.925267028,-3939794.1457159263,7.233653522463281,#aec7e8
245904,1594.10151,3,AGROINDUSTRIAL COLBUN LIMITADA,AGROINDUSTRIAL COLBUN LIMITADA,Producción de alimentos,"ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS",Maule,Curicó,Romeral,19.0,6128573.0,315869.0,-34.96867365777906,-71.01692483700012,1591.2,1,2,-7905567.910559037,-4159624.833758982,7.37406553988211,#aec7e8
246039,1771.526,2,COCA COLA EMBONOR S A,PLANTA TALCA,Producción de alimentos,ELABORACIÓN DE BEBIDAS NO ALCOHÓLICAS;,Maule,Talca,Talca,19.0,6080916.0,262989.0,-35.38696464522139,-71.6093795157281,1552.0,1,2,-7971519.663713127,-4216593.232829866,7.479596601025371,#aec7e8
315386,18622.260000000002,4,AGROINDUSTRIAL SURFRUT LTDA,AGROINDUSTRIAL SURFRUT LTDA,Producción de alimentos,"ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS",Maule,Curicó,Romeral,19.0,6129258.0,306225.0,-34.9607008968986,-71.1223408094111,6206.64,1,2,-7917302.7629293045,-4158541.8345671776,9.832112918331461,#aec7e8
322291,1722.792,2,SOC QUIMICA Y MINERA DE CHILE S A,FAENA NUEVA VICTORIA,Extracción de minerales,FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICOS,Tarapacá,Tamarugal,Pozo Almonte,19.0,7682200.0,430985.0,-20.95942383968392,-69.66386992776046,983.0,1,7,-7754946.527047139,-2387040.9714858904,7.451701509565738,#d62728
322544,3190.5693,2,MATADERO FRIGORIFICO DEL SUR S A,MATADERO FRIGORIFICO DEL SUR S.A.,Producción de alimentos,"PRODUCCIÓN, PROCESAMIENTO Y CONSERVACIÓN DE CARNE Y PRODUCTOS CÁRNICOS",Los Lagos,Osorno,Osorno,18.0,5491697.0,669371.0,-40.70824008055002,-72.9949901494767,3166.56,1,2,-8125765.133899768,-4969401.924604272,8.067954643805937,#aec7e8
323652,6140.603199999999,3,WATT'S  S.A.,WATTS LONQUÉN,Producción de alimentos,"ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS",Metropolitana,Maipo,San Bernardo,19.0,6287285.0,338312.0,-33.5418313689119,-70.7414590129421,5386.73,1,2,-7874903.195293949,-3967445.8413733453,8.722678257358199,#aec7e8
352670,3337.33,2,LACTEOS KUMEY LIMITADA,LACTEOS KUMEY LTDA,Producción de alimentos,ELABORACIÓN DE PRODUCTOS LÁCTEOS,Los Lagos,Osorno,Purranque,18.0,5468381.0,654548.0,-40.92108923249214,-73.16459650013799,1680.42,1,2,-8144645.626490687,-5000709.301881289,8.112926365081618,#aec7e8
2053568,1524.4,1,COMERCIAL RTA CHILE LIMITADA,COMERCIAL RTA CHILE LTDA,Industria manufacturera,FABRICACIÓN DE MUEBLES,Araucanía,Cautín,Padre Las Casas,18.0,5702766.0,711232.0,-38.79856626497368,-72.56763976279922,1524.4,1,6,-8078192.706464522,-4692858.8537495425,7.3293561689997055,#98df8a
2288768,3516.7,2,SOCIEDAD INDUSTRIAL PIZARRENO S.A.,SOCIEDAD INDUSTRIAL PIZARREÑO SA,Industria manufacturera,"FABRICACIÓN DE ARTÍCULOS DE HORMIGÓN, CEMENTO Y YESO",Metropolitana,Santiago,Maipú,19.0,6289656.0,337984.0,-33.520406101634904,-70.74456083328923,1809.57,1,6,-7875248.488355523,-3964584.648798585,8.165278328864167,#98df8a
2366960,11065.07778,1,VULCO S A,VULCO,Industria manufacturera,FABRICACIÓN DE OTROS PRODUCTOS DE CAUCHO,Metropolitana,Maipo,San Bernardo,19.0,6285331.0,340252.0,-33.55973970983877,-70.72092185911745,11065.07778,1,6,-7872617.009787845,-3969837.9175997544,9.311549281832338,#98df8a
2369657,3129.05,1,GOLDEN OMEGA S.A.,GOLDEN OMEGA ,Producción de alimentos,ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO,Arica y Parinacota,Arica,Arica,19.0,7953532.0,360868.0,-18.5041126548128,-70.3179719038756,3129.05,1,2,-7827760.825955151,-2096639.3104980302,8.048484723087391,#aec7e8
2503280,7903.311111200001,2,TEAM FOODS CHILE SPA,TEAM FOODS CHILE S.PA.,Producción de alimentos,ELABORACIÓN DE ACEITES Y GRASAS DE ORIGEN VEGETAL Y ANIMAL,Metropolitana,Santiago,Maipú,19.0,6287600.0,336312.0,-33.53868676825732,-70.76293347965891,7309.488889,1,2,-7877293.721993921,-3967025.8578467905,8.975037078645508,#aec7e8
3501269,1506.96,1,SURLAT INDUSTRIAL S.A.,SURLAT INDUSTRIAL SA PLANTA LONCOCHE,Producción de alimentos,ELABORACIÓN DE PRODUCTOS LÁCTEOS,Araucanía,Cautín,Loncoche,18.0,5638542.0,703872.0,-39.37854493345832,-72.6330638464698,1506.96,1,2,-8085475.682144347,-4776040.853613892,7.317849655473964,#aec7e8
3508137,1090.9066,1,AGUAS CCU-NESTLE CHILE S.A.,AGUAS CCUNESTLE PLANTA CACHANTUN,Producción de alimentos,ELABORACIÓN DE BEBIDAS NO ALCOHÓLICAS;,Libertador Gral. Bernardo O'Higgins,Cachapoal,Coinco,19.0,6208711.0,323199.0,-34.247704697614104,-70.91997013290366,1090.9066,1,2,-7894774.962269006,-4062111.4089022363,6.994764372635827,#aec7e8
3990741,6385.7227,3,WATT'S  S.A.,WATTS SAN BERNARDO,Producción de alimentos,ELABORACIÓN DE ACEITES Y GRASAS DE ORIGEN VEGETAL Y ANIMAL,Metropolitana,Maipo,San Bernardo,19.0,6286545.0,342163.0,-33.54907922551897,-70.70012865547234,6270.96,1,2,-7870302.32094611,-3968413.901785367,8.761819949218857,#aec7e8
4585633,2113.21,1,DANONE CHILE S A,DANONE CHILE S.A.,Producción de alimentos,ELABORACIÓN DE PRODUCTOS LÁCTEOS,Biobío,Ñuble,Chillán,18.0,5944552.0,759160.0,-36.60935308655709,-72.1024239691002,2113.21,1,2,-8026405.121200958,-4384794.628103391,7.655963397438722,#aec7e8
4585684,3646.08,1,ALIMENTOS AGROSUPER LIMITADA,PLANTA DE ALIMENTOS LONGOVILO,Producción de alimentos,ELABORACIÓN DE ALIMENTOS PREPARADOS PARA ANIMALES,Metropolitana,Melipilla,San Pedro,19.0,6246032.0,276932.0,-33.90251923225697,-71.41249555252308,3646.08,1,2,-7949602.641183784,-4015720.239162617,8.201407896851975,#aec7e8
4585719,5688.69,1,QUIBORAX S.A.,PLANTA QUÍMICA EL ÁGUILA,Extracción de minerales,FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICOS,Arica y Parinacota,Arica,Arica,19.0,7960052.0,407088.0,-18.44773389917991,-69.87988528625921,5688.69,1,7,-7778993.246758746,-2090022.1889174497,8.646235272142732,#d62728
4585770,37194.83278000001,12,SQM INDUSTRIAL S.A.,FAENA COYA SUR,Extracción de minerales,FABRICACIÓN DE ABONOS Y COMPUESTOS DE NITRÓGENO,Antofagasta,Tocopilla,María Elena,19.0,7522880.0,436137.0,-22.398968317291256,-69.62044437559483,7275.07,1,7,-7750112.416692644,-2559494.040735159,10.523925126849775,#d62728
4585784,17426.56,3,COOP AGRICOLA Y LECHERA DE LA UNION LTDA,PARQUE INDUSTRIAL COLUN LA UNION,Producción de alimentos,ELABORACIÓN DE PRODUCTOS LÁCTEOS,Los Ríos,Ranco,La Unión,18.0,5537699.0,663245.0,-40.295278582662725,-73.07932430310653,7757.83,1,2,-8135153.168938322,-4908944.595100113,9.765750758163787,#aec7e8
4585786,2370.431,4,CONSERVAS CENTAURO S.A.,CONSERVAS CENTAURO PLANTA Nº3,Producción de alimentos,"ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS",Valparaíso,Quillota,Hijuelas,19.0,6369958.0,297132.0,-32.78961863897148,-71.16632386686695,1087.0,1,2,-7922198.934488821,-3867412.534506086,7.770827074135365,#aec7e8
4585849,6975.439200000001,3,COMPANIA MINERA ZALDIVAR SPA,COMPAÑÍA MINERA ZALDÍVAR SPA,Extracción de minerales,FABRICACIÓN DE PRODUCTOS PRIMARIOS DE METALES PRECIOSOS Y METALES NO FERROSOS,Antofagasta,Antofagasta,Antofagasta,19.0,7321985.0,492547.0,-24.21484354019579,-69.07339854364535,3831.43,1,7,-7689215.553239446,-2779609.6690663258,8.850150572449117,#d62728
4585852,1446.144,2,ALIMENTOS CONCENTRADOS CISTERNAS LIMITADA,MARCELO CISTERNAS D.S.A.,Producción de alimentos,ELABORACIÓN DE ALIMENTOS PREPARADOS PARA ANIMALES,Metropolitana,Maipo,Paine,19.0,6259497.0,338299.0,-33.792344221676075,-70.74665644883676,723.072,1,2,-7875481.771211172,-4000952.893881223,7.276655982822687,#aec7e8
