ID,ton_emision,n_equip,raz_social,nombre,rubro,ciiu4,region,provincia,comuna,huso,coord_norte,coord_este,Latitud,Longitud,max_emision,orden,catg,x,y,pt_size,clr
245144,95.16,1,QUIMICA DEL SUR Y CIA LTDA,CASA MATRIZ,Producción química,"FABRICACIÓN DE SUSTANCIAS QUÍMICAS BÁSICAS, EXCEPTO ABONOS Y COMPUESTOS DE NITRÓGENO",Metropolitana,Chacabuco,Lampa,19.0,6316256.0,337264.0,-33.280482335148314,-70.74750200763073,95.16,1,14,-7875575.898385553,-3932592.754572573,4.555559685434757,#f7b6d2
245199,1385.274401,1,JUAN BAS ALIMENTOS S A,JBA SA,Producción de alimentos,ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS N.C.P.,Metropolitana,Santiago,Quilicura,19.0,6310328.0,341413.0,-33.33454705160769,-70.70400582305406,1385.274401,1,2,-7870733.925267028,-3939794.1457159263,7.233653522463281,#aec7e8
245904,1594.10151,3,AGROINDUSTRIAL COLBUN LIMITADA,AGROINDUSTRIAL COLBUN LIMITADA,Producción de alimentos,"ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS",Maule,Curicó,Romeral,19.0,6128573.0,315869.0,-34.96867365777906,-71.01692483700012,1591.2,1,2,-7905567.910559037,-4159624.833758982,7.37406553988211,#aec7e8
245910,431.8488,2,CHAMPINONES ABRANTES S.A.,CHAMPIÑONES ABRANTES,Industria agropecuaria y silvicultura,CULTIVO DE CEREALES Y OTROS CULTIVOS N.C.P.,Metropolitana,Maipo,Paine,19.0,6253598.0,329184.0,-33.844087817506555,-70.84621363456057,427.512,1,3,-7886564.426430759,-4007885.992901184,6.068075526979815,#ff7f0e
309830,1029.2534,1,INTERAGRO SA,INTERAGRO SA,Industria agropecuaria y silvicultura,"ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS",Libertador Gral. Bernardo O'Higgins,Cachapoal,Rancagua,19.0,6221655.0,340378.0,-34.13380044225028,-70.73110743124646,1029.2534,1,3,-7873750.862490685,-4046782.3374184817,6.936588964020803,#ff7f0e
315386,18622.260000000002,4,AGROINDUSTRIAL SURFRUT LTDA,AGROINDUSTRIAL SURFRUT LTDA,Producción de alimentos,"ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS",Maule,Curicó,Romeral,19.0,6129258.0,306225.0,-34.9607008968986,-71.1223408094111,6206.64,1,2,-7917302.7629293045,-4158541.8345671776,9.832112918331461,#aec7e8
319468,77.23862,2,CONSORCIO INDUSTRIAL DE ALIMENTOS S.A.,PLANTA 2 CIAL,Producción de alimentos,"PRODUCCIÓN, PROCESAMIENTO Y CONSERVACIÓN DE CARNE Y PRODUCTOS CÁRNICOS",Metropolitana,Santiago,Quilicura,19.0,6306277.0,341074.0,-33.37102022374307,-70.70836042881207,75.051,1,2,-7871218.6777626155,-3944654.8773637456,4.346899591010237,#aec7e8
322291,1722.792,2,SOC QUIMICA Y MINERA DE CHILE S A,FAENA NUEVA VICTORIA,Extracción de minerales,FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICOS,Tarapacá,Tamarugal,Pozo Almonte,19.0,7682200.0,430985.0,-20.95942383968392,-69.66386992776046,983.0,1,7,-7754946.527047139,-2387040.9714858904,7.451701509565738,#d62728
322370,54.87600000000001,1,LABORATORIOS DAVIS SA,LABORATORIOS DAVIS S.A,Industria manufacturera,"FABRICACIONES DE JABONES Y DETERGENTES, PREPARADOS PARA LIMPIAR Y PULIR, PERFUMES Y PREPARADOS DE TOCADOR",Metropolitana,Santiago,Estación Central,19.0,6296066.0,340145.0,-33.462941720022705,-70.72015739004551,54.87600000000001,1,6,-7872531.909480031,-3956914.184950615,4.005076094463918,#98df8a
323557,54.5162,1,LABORATORIO DRAG PHARMA CHILE      INVETEC SA,LABORATORIO DRAG PHARMA CHILE INVETEC SA,Producción química,"FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS, SUSTANCIAS QUÍMICAS MEDICINALES Y PRODUCTOS BOTÁNICOS PRODUCTOS BOTÁNICOS",Metropolitana,Santiago,Quilicura,19.0,6309530.0,341642.0,-33.34177546598477,-70.70168612418547,54.5162,1,14,-7870475.697570183,-3940757.3051996455,3.9984979052062735,#f7b6d2
323652,6140.603199999999,3,WATT'S  S.A.,WATTS LONQUÉN,Producción de alimentos,"ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS",Metropolitana,Maipo,San Bernardo,19.0,6287285.0,338312.0,-33.5418313689119,-70.7414590129421,5386.73,1,2,-7874903.195293949,-3967445.8413733453,8.722678257358199,#aec7e8
323953,77.4343,1,CENTRO VETERINARIO Y AGRICOLA LTDA,CENTRO VETERINARIO Y AGRÍCOLA LTDA,Industria agropecuaria y silvicultura,"FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS, SUSTANCIAS QUÍMICAS MEDICINALES Y PRODUCTOS BOTÁNICOS PRODUCTOS BOTÁNICOS",Metropolitana,Santiago,Cerrillos,19.0,6292732.0,340937.0,-33.49311782751412,-70.71222956435096,77.4343,1,3,-7871649.387960615,-3960941.5191476294,4.349429834887412,#ff7f0e
328805,360.96,1,SERVICIOS ALIMENTICIOS HENDAYA SAC,SERVICIOS ALIMENTICIOS HENDAYA SAC,Producción de alimentos,ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS N.C.P.,Metropolitana,Santiago,Pudahuel,19.0,6300421.0,334323.0,-33.42279484971521,-70.7819772858418,360.96,1,2,-7879413.668800967,-3951558.3151235627,5.888767148869639,#aec7e8
364090,539.136,2,TOM JAMES CHILE S.A.,TOM JAME CHILE S.A.,Industria manufacturera,FABRICACIÓN DE FIBRAS MANUFACTURADAS,Metropolitana,Santiago,Macul,19.0,6294418.0,349467.0,-33.47915139037057,-70.62015838570271,311.501,1,6,-7861400.071236755,-3959077.3697714396,6.289967858191346,#98df8a
1625860,18208.319,8,CORPESCA S A,PLANTA SUR,Pesca,ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO,Arica y Parinacota,Arica,Arica,19.0,7952583.0,361056.0,-18.512699988860113,-70.31625691881963,7093.057,1,13,-7827569.914692001,-2097647.3889003173,9.809633856544117,#e377c2
1837728,274.827,1,BAKELS CHILE S A,BAKELS CHILE S.A.,Producción de alimentos,ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS N.C.P.,Metropolitana,Santiago,Quilicura,19.0,6309372.0,340778.0,-33.34307242524975,-70.71099478271724,274.827,1,2,-7871511.932697908,-3940930.128683776,5.616141808796766,#aec7e8
2093945,582.95,1,COCA COLA EMBONOR S A,COCA-COLA EMBONOR.S.A,Producción de alimentos,ELABORACIÓN DE BEBIDAS NO ALCOHÓLICAS;,Arica y Parinacota,Arica,Arica,19.0,7956530.0,361209.0,-18.477045841236567,-70.31453566009479,582.95,1,2,-7827378.305047229,-2093462.2324952444,6.3681014193793,#aec7e8
2288768,3516.7,2,SOCIEDAD INDUSTRIAL PIZARRENO S.A.,SOCIEDAD INDUSTRIAL PIZARREÑO SA,Industria manufacturera,"FABRICACIÓN DE ARTÍCULOS DE HORMIGÓN, CEMENTO Y YESO",Metropolitana,Santiago,Maipú,19.0,6289656.0,337984.0,-33.520406101634904,-70.74456083328923,1809.57,1,6,-7875248.488355523,-3964584.648798585,8.165278328864167,#98df8a
2366960,11065.07778,1,VULCO S A,VULCO,Industria manufacturera,FABRICACIÓN DE OTROS PRODUCTOS DE CAUCHO,Metropolitana,Maipo,San Bernardo,19.0,6285331.0,340252.0,-33.55973970983877,-70.72092185911745,11065.07778,1,6,-7872617.009787845,-3969837.9175997544,9.311549281832338,#98df8a
2369657,3129.05,1,GOLDEN OMEGA S.A.,GOLDEN OMEGA ,Producción de alimentos,ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO,Arica y Parinacota,Arica,Arica,19.0,7953532.0,360868.0,-18.5041126548128,-70.3179719038756,3129.05,1,2,-7827760.825955151,-2096639.3104980302,8.048484723087391,#aec7e8
2503280,7903.311111200001,2,TEAM FOODS CHILE SPA,TEAM FOODS CHILE S.PA.,Producción de alimentos,ELABORACIÓN DE ACEITES Y GRASAS DE ORIGEN VEGETAL Y ANIMAL,Metropolitana,Santiago,Maipú,19.0,6287600.0,336312.0,-33.53868676825732,-70.76293347965891,7309.488889,1,2,-7877293.721993921,-3967025.8578467905,8.975037078645508,#aec7e8
3042225,1890.1000000000001,2,PANIMEX QUIMICA S A,PANIMEX QUIMICA SA,Producción química,"FABRICACIÓN DE SUSTANCIAS QUÍMICAS BÁSICAS, EXCEPTO ABONOS Y COMPUESTOS DE NITRÓGENO",Metropolitana,Santiago,Quilicura,19.0,6308553.0,340945.0,-33.350481113280104,-70.70934522173788,1887.41,1,14,-7871328.304409653,-3941917.406635316,7.544385016706911,#f7b6d2
3053465,1390.5,2,VICUNA GARCIA HUIDOBRO Y COMPANIA LIMITADA,VICUÑA GARCÍA HUIDOBRO Y CÍA LTDA,Industria agropecuaria y silvicultura,"CULTIVO DE FRUTAS, NUECES, PLANTAS CUYAS HOJAS SE UTILIZAN PARA PREPARAR BEBIDAS Y ESPECIAS",Libertador Gral. Bernardo O'Higgins,Colchagua,Palmilla,19.0,6180268.0,285882.0,-34.496988085807146,-71.33204102320875,695.25,1,3,-7940646.483948499,-4095732.211126115,7.23741867367402,#ff7f0e
3091425,265.135,1,FANADEGO SPA,FANADEGO SPA,Industria manufacturera,FABRICACIÓN DE OTROS PRODUCTOS DE CAUCHO,Metropolitana,Maipo,San Bernardo,19.0,6286224.0,340804.0,-33.55177136531305,-70.71481850753334,265.135,1,6,-7871937.58779737,-3968773.4982843753,5.5802391302310586,#98df8a
3170994,229.03400000000005,9,INDUSTRIA DE ALIMENTOS DOS EN UNO SOCIEDAD ANONIMA,BAGLEY LAS ENCINAS 338,Producción de alimentos,ELABORACIÓN DE PRODUCTOS DE PANADERÍA Y GALLETAS,Metropolitana,Santiago,Cerrillos,19.0,6293265.0,341568.0,-33.48840614012072,-70.70534558684473,112.826,1,2,-7870883.067089989,-3960312.6000959375,5.433870464149141,#aec7e8
3231919,310.2678,2,ENVASES TERMOAISLANTES S A,ETSA LA REINA,Industria manufacturera,FABRICACIÓN DE PRODUCTOS DE PLÁSTICO,Metropolitana,Santiago,La Reina,19.0,6297393.0,356710.0,-33.453321959562125,-70.54175347280079,292.327,1,6,-7852672.076256823,-3955630.6166179725,5.7374357955251645,#98df8a
3508137,1090.9066,1,AGUAS CCU-NESTLE CHILE S.A.,AGUAS CCUNESTLE PLANTA CACHANTUN,Producción de alimentos,ELABORACIÓN DE BEBIDAS NO ALCOHÓLICAS;,Libertador Gral. Bernardo O'Higgins,Cachapoal,Coinco,19.0,6208711.0,323199.0,-34.247704697614104,-70.91997013290366,1090.9066,1,2,-7894774.962269006,-4062111.4089022363,6.994764372635827,#aec7e8
3862963,2732.45,1,SOC IMPORTADORA Y EXPORTADORA PROEX LTDA,PROEX LTDA,Industria agropecuaria y silvicultura,VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y DE ANIMALES VIVOS,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,19.0,6240772.0,346931.0,-33.96244082061384,-70.6567104050735,2732.45,1,3,-7865469.023420577,-4023759.860278271,7.912953921621614,#ff7f0e
3990741,6385.7227,3,WATT'S  S.A.,WATTS SAN BERNARDO,Producción de alimentos,ELABORACIÓN DE ACEITES Y GRASAS DE ORIGEN VEGETAL Y ANIMAL,Metropolitana,Maipo,San Bernardo,19.0,6286545.0,342163.0,-33.54907922551897,-70.70012865547234,6270.96,1,2,-7870302.32094611,-3968413.901785367,8.761819949218857,#aec7e8
4123326,3586.4170000000004,3,AGRICOLA TARAPACA S.A.,FABRICA ALIMENTOS BALANCEADOS,Industria agropecuaria y silvicultura,"ACTIVIDADES DE SERVICIOS AGRÍCOLAS Y GANADEROS, EXCEPTO LAS ACTIVIDADES VETERINARIAS",Metropolitana,Melipilla,Melipilla,19.0,6269670.0,295162.0,-33.693185532018965,-71.20998684171887,1365.69,1,3,-7927059.474615857,-3987678.366358265,8.184908932959374,#ff7f0e
4251507,192.873,1,AUSTRAL CHEMICALS CHILE S.A.,AUSTRAL CHEMICALS CHILE SA,Industria manufacturera,"FABRICACIONES DE JABONES Y DETERGENTES, PREPARADOS PARA LIMPIAR Y PULIR, PERFUMES Y PREPARADOS DE TOCADOR",Metropolitana,Santiago,Quinta Normal,19.0,6300226.0,343501.0,-33.42593165826139,-70.68333332524605,192.873,1,6,-7868432.673337616,-3951976.6978133637,5.262031941219322,#98df8a
4302260,466.984,1,UNILEVER CHILE SCC LIMITADA,UNILEVER CHILE SA PLANTA PANAMERICANA NORTE,Producción de alimentos,ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS N.C.P.,Metropolitana,Santiago,Conchalí,19.0,6306315.0,342137.0,-33.37083432499673,-70.69693153162935,466.984,1,2,-7869946.418747906,-3944630.0977172325,6.146294995839997,#aec7e8
4585440,686.87256,3,CORP NACIONAL DEL COBRE DE CHILE,CODELCO DIVISION EL TENIENTE CALETONES,Producción de metal,FUNDICIÓN DE METALES NO FERROSOS,Libertador Gral. Bernardo O'Higgins,Cachapoal,Machalí,19.0,6225223.0,366161.0,-34.105255577197,-70.45102643276563,562.54942,1,8,-7842572.388358927,-4042944.0500583095,6.5321487728312855,#ff9896
4585442,345.50416,1,CORP NACIONAL DEL COBRE DE CHILE,CODELCO DIVISION EL TENIENTE COLON,Extracción de minerales,SUMINISTRO DE VAPOR Y AGUA CALIENTE,Libertador Gral. Bernardo O'Higgins,Cachapoal,Machalí,19.0,6227235.0,365266.0,-34.08700071589086,-70.46041522556492,345.50416,1,7,-7843617.543992507,-4040490.087671446,5.845004683656223,#d62728
4585684,3646.08,1,ALIMENTOS AGROSUPER LIMITADA,PLANTA DE ALIMENTOS LONGOVILO,Producción de alimentos,ELABORACIÓN DE ALIMENTOS PREPARADOS PARA ANIMALES,Metropolitana,Melipilla,San Pedro,19.0,6246032.0,276932.0,-33.90251923225697,-71.41249555252308,3646.08,1,2,-7949602.641183784,-4015720.239162617,8.201407896851975,#aec7e8
4585713,1572.0359999999996,2,SANTA TERESA S. A.,JUGOS DEL MAIPO,Industria agropecuaria y silvicultura,ELABORACIÓN DE BEBIDAS NO ALCOHÓLICAS;,Metropolitana,Talagante,Isla de Maipo,19.0,6265601.0,325145.0,-33.73522766732218,-70.88747093066074,853.5369999999998,1,3,-7891157.167624136,-3993304.738484357,7.360126873490292,#ff7f0e
4585719,5688.69,1,QUIBORAX S.A.,PLANTA QUÍMICA EL ÁGUILA,Extracción de minerales,FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICOS,Arica y Parinacota,Arica,Arica,19.0,7960052.0,407088.0,-18.44773389917991,-69.87988528625921,5688.69,1,7,-7778993.246758746,-2090022.1889174497,8.646235272142732,#d62728
4585770,37194.83278000001,12,SQM INDUSTRIAL S.A.,FAENA COYA SUR,Extracción de minerales,FABRICACIÓN DE ABONOS Y COMPUESTOS DE NITRÓGENO,Antofagasta,Tocopilla,María Elena,19.0,7522880.0,436137.0,-22.398968317291256,-69.62044437559483,7275.07,1,7,-7750112.416692644,-2559494.040735159,10.523925126849775,#d62728
4585771,93.3372,2,SQM INDUSTRIAL S.A.,FAENA PEDRO DE VALDIVIA,Extracción de minerales,FABRICACIÓN DE ABONOS Y COMPUESTOS DE NITRÓGENO,Antofagasta,Tocopilla,María Elena,19.0,7501224.0,430578.0,-22.59437909014629,-69.67539758527556,61.2751,1,7,-7756229.780011759,-2583038.7974653756,4.5362187422144284,#d62728
4585786,2370.431,4,CONSERVAS CENTAURO S.A.,CONSERVAS CENTAURO PLANTA Nº3,Producción de alimentos,"ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS",Valparaíso,Quillota,Hijuelas,19.0,6369958.0,297132.0,-32.78961863897148,-71.16632386686695,1087.0,1,2,-7922198.934488821,-3867412.534506086,7.770827074135365,#aec7e8
4585849,6975.439200000001,3,COMPANIA MINERA ZALDIVAR SPA,COMPAÑÍA MINERA ZALDÍVAR SPA,Extracción de minerales,FABRICACIÓN DE PRODUCTOS PRIMARIOS DE METALES PRECIOSOS Y METALES NO FERROSOS,Antofagasta,Antofagasta,Antofagasta,19.0,7321985.0,492547.0,-24.21484354019579,-69.07339854364535,3831.43,1,7,-7689215.553239446,-2779609.6690663258,8.850150572449117,#d62728
4585852,1446.144,2,ALIMENTOS CONCENTRADOS CISTERNAS LIMITADA,MARCELO CISTERNAS D.S.A.,Producción de alimentos,ELABORACIÓN DE ALIMENTOS PREPARADOS PARA ANIMALES,Metropolitana,Maipo,Paine,19.0,6259497.0,338299.0,-33.792344221676075,-70.74665644883676,723.072,1,2,-7875481.771211172,-4000952.893881223,7.276655982822687,#aec7e8
4585905,163.53799999999995,1,AGRICOLA SUPER LIMITADA,INCUBACIÓN LAS ARAÑAS,Industria agropecuaria y silvicultura,CRÍA DE OTROS ANIMALES; ELABORACIÓN DE PRODUCTOS ANIMALES N.C.P.,Metropolitana,Melipilla,San Pedro,19.0,6245173.0,276405.0,-33.910147952510016,-71.41840935459466,163.53799999999995,1,3,-7950260.962619044,-4016743.462989225,5.097045379235057,#ff7f0e
4585924,191.528,2,RESINAS CHILENAS LIMITADA,RESINAS CHILENA LTDA,Producción química,"FABRICACIÓN DE SUSTANCIAS QUÍMICAS BÁSICAS, EXCEPTO ABONOS Y COMPUESTOS DE NITRÓGENO",Metropolitana,Santiago,Quilicura,19.0,6308768.0,340975.0,-33.348547143493704,-70.708985055796,95.764,1,14,-7871288.210920403,-3941659.6787149166,5.255034012031678,#f7b6d2
4586095,541.879,1,CIA MINERA DEL PACIFICO S A,PLANTA DE PELLETS,Extracción de minerales,INDUSTRIAS BÁSICAS DE HIERRO Y ACERO,Atacama,Huasco,Huasco,19.0,6848483.0,279810.0,-28.47169404207109,-71.24901993300425,541.879,1,7,-7931404.618461832,-3308574.833568486,6.295042729283801,#d62728
4586488,1293.624,2,INSTAPANEL S.A.,INSTAPANEL S.A.,Industria manufacturera,INDUSTRIAS BÁSICAS DE HIERRO Y ACERO,Metropolitana,Santiago,Maipú,19.0,6288432.0,339104.0,-33.531610293805464,-70.73272581197395,1257.04,1,6,-7873931.019809179,-3966080.80080451,7.16520286096649,#98df8a
4587174,386.806,1,ACEITES GRANASUR S.A.,ACEITES GRANASUR S.A.,Industria manufacturera,ELABORACIÓN DE ACEITES Y GRASAS DE ORIGEN VEGETAL Y ANIMAL,Metropolitana,Maipo,San Bernardo,19.0,6273301.0,340423.0,-33.66822065890616,-70.72123552002572,386.806,1,6,-7872651.926360435,-3984338.6953255646,5.957923275351282,#98df8a
4587176,42076.97,4,ACONCAGUA FOODS S.A.,ACONCAGUA FOODS S.A,Industria agropecuaria y silvicultura,"ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS",Metropolitana,Maipo,Buin,19.0,6265909.0,339656.0,-33.734745786601465,-70.73084160858885,18022.9,1,3,-7873721.271247798,-3993240.2342292573,10.647255839115635,#ff7f0e
4587178,236.075,1,VINA VENTISQUERO LIMITADA,VIÑA VENTISQUERO LTDA.,Industria agropecuaria y silvicultura,ELABORACIÓN DE VINOS,Metropolitana,Melipilla,San Pedro,19.0,6236777.0,283572.0,-33.98730534769974,-71.34302212729361,236.075,1,3,-7941868.894863574,-4027097.57183381,5.4641495511491325,#ff7f0e
4587259,6458.4,1,COOP AGRICOLA PISQUERA ELQUI LTDA,PUNITAQUI,Producción de alimentos,"DESTILACIÓN, RECTIFICACIÓN Y MEZCLAS DE BEBIDAS ALCOHÓLICAS",Coquimbo,Limarí,Ovalle,19.0,6592903.0,284142.0,-30.77730469866955,-71.25559177877919,6458.4,1,2,-7932136.19298707,-3603861.565628605,8.773136888080806,#aec7e8
4587544,99.9859,2,VINA SANTA ALICIA S A,VINA SANTA ALICIA,Industria agropecuaria y silvicultura,"CULTIVO DE FRUTAS, NUECES, PLANTAS CUYAS HOJAS SE UTILIZAN PARA PREPARAR BEBIDAS Y ESPECIAS",Metropolitana,Cordillera,Pirque,19.0,6273148.0,357287.0,-33.67199925589921,-70.53942173441051,57.9961,1,3,-7852412.508326553,-3984844.1141285473,4.605029176046657,#ff7f0e
4587552,1194.8803462199999,3,TRIO S A,TRIO S.A.,Producción de alimentos,ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS N.C.P.,Metropolitana,Santiago,Maipú,19.0,6290666.0,339223.0,-33.511487610308656,-70.73104340962367,1002.524444,1,2,-7873743.735636235,-3963393.85642124,7.085801330666207,#aec7e8
4587808,14512.821,8,EMPRESAS CAROZZI S A,COMPLEJO INDUSTRIAL NOS,Producción de alimentos,"ELABORACIÓN DE MACARRONES, FIDEOS, ALCUZCUZ Y PRODUCTOS FARINÁCEOS SIMILARES",Metropolitana,Maipo,San Bernardo,19.0,6275448.0,341309.0,-33.64899732942011,-70.71129932313572,5570.99,1,2,-7871545.833982219,-3981767.7586899432,9.582787744624577,#aec7e8
4592225,695.365,1,AGROSPEC S A,AGROSPEC SA,Industria agropecuaria y silvicultura,FABRICACIÓN DE OTROS PRODUCTOS QUÍMICOS N.C.P,Metropolitana,Santiago,Maipú,19.0,6288253.0,336327.0,-33.532802065229944,-70.7626524769182,695.365,1,3,-7877262.440911914,-3966239.9554305337,6.544436887562232,#ff7f0e
4592301,3661.143910711,3,AGRICOLA CHOROMBO S A,FABRICA DE PIENSOS CHIÑIGUE,Producción de alimentos,ELABORACIÓN DE ALIMENTOS PREPARADOS PARA ANIMALES,Metropolitana,Talagante,El Monte,19.0,6271104.0,307065.0,-33.68249032515517,-71.08133062622514,2934.244444,1,2,-7912737.530219705,-3986247.4984068065,8.205530921473848,#aec7e8
4592313,95.764,1,MADEGOM S.A.,MADEGOM,Industria manufacturera,FABRICACIÓN DE OTROS PRODUCTOS DE CAUCHO,Metropolitana,Santiago,Quilicura,19.0,6309907.0,340631.0,-33.33822717925337,-70.71247939367372,95.764,1,6,-7871677.198833609,-3940284.499126444,4.561886831471733,#98df8a
4592399,87.4764,1,VINA SAN PEDRO TARAPACA S.A.,VIÑA TARAPACA,Industria agropecuaria y silvicultura,ELABORACIÓN DE VINOS,Metropolitana,Talagante,Isla de Maipo,19.0,6261570.0,321466.0,-33.77095043047181,-70.92797783903382,87.4764,1,3,-7895666.376037837,-3998087.5749620623,4.471369042698415,#ff7f0e
4592400,241.392,1,LABORATORIO PETRIZZIO SA,LABORATORIO PETRIZZIO S.A.,Producción química,"FABRICACIONES DE JABONES Y DETERGENTES, PREPARADOS PARA LIMPIAR Y PULIR, PERFUMES Y PREPARADOS DE TOCADOR",Metropolitana,Santiago,Quilicura,19.0,6306154.0,340850.0,-33.37209601240791,-70.71078907646435,241.392,1,14,-7871489.033582583,-3944798.2772342926,5.486422168097719,#f7b6d2
4592447,2547.073,3,VITAL JUGOS S.A.,VITAL JUGOS SA,Producción de alimentos,ELABORACIÓN DE BEBIDAS NO ALCOHÓLICAS;,Metropolitana,Santiago,Renca,19.0,6303730.0,335596.0,-33.393158548185475,-70.76768641664344,1394.43,1,2,-7877822.8165188115,-3947606.2166381665,7.842700135738737,#aec7e8
4803699,19751.995840000003,3,CORP NACIONAL DEL COBRE DE CHILE,DIVISIÓN RADOMIRO TOMIC,Extracción de minerales,SUMINISTRO DE VAPOR Y AGUA CALIENTE,Antofagasta,El Loa,Calama,19.0,7545074.0,513642.0,-22.19959907948751,-68.86765084915777,10995.3,1,7,-7666311.824657198,-2535506.4163498287,9.89100982041341,#d62728
4803700,38328.394,5,CORP NACIONAL DEL COBRE DE CHILE,DIVISIÓN CHUQUICAMATA,Producción de metal,SUMINISTRO DE VAPOR Y AGUA CALIENTE,Antofagasta,El Loa,Calama,19.0,7532284.0,511801.0,-22.315160865017887,-68.88541746483122,23419.301,1,8,-7668289.595267086,-2549406.3591475477,10.55394625820121,#ff9896
5340255,290.824,1,ENVASES TERMOAISLANTES S A,ETSA LOS LIBERTADORES,Industria manufacturera,FABRICACIÓN DE PRODUCTOS DE PLÁSTICO,Metropolitana,Chacabuco,Colina,19.0,6314115.0,340028.0,-33.30019900785341,-70.71821154842326,290.824,1,6,-7872315.299381476,-3935218.487588879,5.672718273202979,#98df8a
5401940,3939.1358,3,BOPP CHILE S.A.,BOPP CHILE S.A.,Industria manufacturera,FABRICACIÓN DE PRODUCTOS DE PLÁSTICO,Metropolitana,Santiago,Quilicura,19.0,6309776.0,341122.0,-33.33948088280119,-70.70722850624334,3199.6,1,6,-7871092.672718647,-3940451.5518162986,8.278716638131899,#98df8a
5402156,296.008,1,ALIMENTOS DAILY FRESH S.A,ALIMENTOS DAILY FRESH S.A.,Producción de alimentos,ELABORACIÓN DE PRODUCTOS DE PANADERÍA Y GALLETAS,Metropolitana,Chacabuco,Lampa,19.0,6311159.0,338860.0,-33.32667563091423,-70.73127857597676,296.008,1,2,-7873769.914234914,-3938745.3989176857,5.690386480985864,#aec7e8
5402778,225.96,1,MADESA S.A.,MADESA,Producción química,FABRICACIÓN DE OTROS PRODUCTOS QUÍMICOS N.C.P,Metropolitana,Santiago,Quilicura,19.0,6309877.0,340722.0,-33.33851113161597,-70.71150723613442,225.96,1,14,-7871568.978751364,-3940322.3348189145,5.4203579924570615,#f7b6d2
5402844,14734.428199999998,5,MINERA SPENCE S A,MINERA SPENCE S.A.,Extracción de minerales,EXTRACCIÓN DE COBRE.,Antofagasta,Antofagasta,Sierra Gorda,19.0,7471821.0,469667.0,-22.86114412229421,-69.29568254940615,5749.75,1,7,-7713960.095572227,-2615234.9829239347,9.597942088853857,#d62728
5402964,386.201,1,RECAUCHAJES BAILAC THOR LIMITADA,RECAUCHAJES BAILAC THOR - IQUIQUE,Industria manufacturera,FABRICACIÓN  DE CUBIERTAS Y CÁMARAS DE CAUCHO; RECAUCHUTADO  Y RENOVACIÓN  DE,Tarapacá,Iquique,Iquique,19.0,7762582.0,381371.0,-20.230704570007802,-70.1356705963144,386.201,1,6,-7807467.137226489,-2300381.170709567,5.9563579593230145,#98df8a
5402965,402.554,2,RECAUCHAJES BAILAC THOR LIMITADA,RECAUCHAJES BAILAC THOR,Producción química,FABRICACIÓN  DE CUBIERTAS Y CÁMARAS DE CAUCHO; RECAUCHUTADO  Y RENOVACIÓN  DE,Antofagasta,Antofagasta,Sierra Gorda,19.0,7469063.0,467466.0,-22.88601707340992,-69.31719524858799,201.277,1,14,-7716354.878290738,-2618240.1384041663,5.9978292493504535,#f7b6d2
5440322,6246.6900000000005,3,MINERA ANTUCOYA,MINERA ANTUCOYA,Extracción de minerales,EXPLOTACIÓN DE OTRAS MINAS Y CANTERAS N.C.P.,Antofagasta,Antofagasta,Mejillones,19.0,7444843.0,351959.0,-23.098504651212398,-70.44550700563325,2082.23,1,7,-7841957.968541079,-2643935.4635208994,8.739807002442834,#d62728
5440443,95.321001,4,OXIQUIM S A,OXIQUIM SA,Producción química,"FABRICACIÓN DE SUSTANCIAS QUÍMICAS BÁSICAS, EXCEPTO ABONOS Y COMPUESTOS DE NITRÓGENO",Valparaíso,Valparaíso,Quintero,19.0,6371114.0,262711.0,-32.77230672384429,-71.53330464711517,52.1711,1,14,-7963051.048076971,-3865120.341220829,4.557250153644138,#f7b6d2
